File ID,Expected Output,File,Dataset
invoice_recTouqIbcBvNnUqC,"{
  ""total_gross"": 10.89,
  ""total_net"": 9.15,
  ""business_name"": ""McDonald's Deutschland LLC"",
  ""items"": [
    {
      ""name"": ""Double Cheese MM"",
      ""price"": 10.89
    }
  ]
}",invoice_recTouqIbcBvNnUqC.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/70Y4mLLla8MeNKzIy4KUuA/J8HOdvQZ6QtDQymsEUFYmOEMEjpD8DmFN0hyl05Uaimn54ahL-XB9KZz2RPf6-ohF2KjYQT56dyz-stW9tVjt3ubRfD_94y-AJZ5R6LJeGlJ-vSOxbAGxIWIHDk9ie4hf6FaHVccFcfs5JRXNNQz-6LU1bG9bqDq2i_khc6-V4EyYcN51G4fMZoLVjy6Apqw/F1hEmoEhPnAKRinDwfU5L8b6W5Tv3N8MqNOc1JxHe30),invoice
invoice_rec57vCzQp1BzyxR9,"{
  ""total_gross"": 95.90,
  ""total_net"": 88.03,
  ""business_name"": ""Motel One"",
  ""items"": [
    {
      ""name"": ""Bestpreis mit Frühstück"",
      ""price"": 95.90
    }
  ]
}",invoice_rec57vCzQp1BzyxR9.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/ojcpfvZHJFT2j-D9-OPaOg/0E2atrB0q-YWEb56RDUAj46-H6Qw6yk6XQtYpWbAcKoZjqrYgsM2RvPW58iwHbE0b3T8NJh4QTBIjhg3BePsC5Wnow8u17PO4GWzZ4gAV4QMX2udSosNPv7AQq8wU_0IK9tVj3cakc7vsXZF3OB2xj0r5KhaqH9a6Jao2MiTDECteHR_J9LHnn0_0N-NG9jJ/I7dUZRkf528XR0xSVQ9rY5xIXAj0rSIpCUi1rNNzE24),invoice
invoice_rec2YTyfnPoBgjXMp,"{
  ""total_gross"": 162.85,
  ""total_net"": 150.61,
  ""business_name"": ""Motel One Berlin-Hauptbahnhof"",
  ""items"": [
    {
      ""name"": ""Best Price including Breakfast"",
      ""price"": 162.85
    }
  ]
}",invoice_rec2YTyfnPoBgjXMp.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/53q-vOuZNik5zZOpPodYVA/gcmP0rj_qilXGcll3bFuPDnJBv9q3JnlpL9YZ_N9wvb_R0cKxkuHN4IkVJhPbwKpIqqzYDd6iW-XZJi6zm5NbgPcIfpwURTe877Go9UyzziBHdXga-5-3Fi0taD-EP3DHu73joigOxEy0BLVrQxbjRdFe_N_mJc2Sw8YS1Dhpb0HQqtzELIPQSvcmuwa5PWv/Rj-MnGM_nXod11t3ERswEyIYx52oYbRPQObAnJF-FbU),invoice
invoice_rechgq2ZV9vuDcYwS,"{
  ""total_gross"": 120.45,
  ""total_net"": 101.22,
  ""business_name"": ""Mississippi"",
  ""items"": [
    {
      ""name"": ""Mo Jo"",
      ""price"": 10.90
    },
    {
      ""name"": ""Jum.Pornostar"",
      ""price"": 15.90
    },
    {
      ""name"": ""JUM:MARACUJA SAFAR"",
      ""price"": 16.90
    },
    {
      ""name"": ""Jum.Nikita"",
      ""price"": 16.90
    },
    {
      ""name"": ""JUM.Nikita"",
      ""price"": 10.50
    },
    {
      ""name"": ""Jum.Pornostar"",
      ""price"": 10.50
    },
    {
      ""name"": ""0,4 Cola"",
      ""price"": 4.95
    },
    {
      ""name"": ""Jum.Miami’s Best"",
      ""price"": 10.50
    },
    {
      ""name"": ""Apple Sour"",
      ""price"": 13.80
    },
    {
      ""name"": ""Mexikaner 2cl"",
      ""price"": 9.60
    }
  ]
}",invoice_rechgq2ZV9vuDcYwS.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/SCqzDfFsliyjc53zk6IuDQ/bO9wMl9R7ydf7QDNlScT6cjiH0HX8vLJS_MJGJWM2Vc-ks2Fovrg0lYMJXVameCMR056nPfNuPAgYY-SxoJDFIWJ-MGXS0oke8TDku85TICZ3-qqN_sKLvxuuKSD28gSMbc7Ax9axynTqBejhK9GxjiOCbHD1IPdZ-Abrk7dxy_NM-g7428bqTDRdnoRdwRd/QyhxJ7FisLxD2MJkC6LoHleDVkintWXywF_skpvSto4),invoice
invoice_recGRlyYkHbzIP7pH,"{
  ""total_gross"": 206.36,
  ""total_net"": 189.67,
  ""business_name"": ""Premier Inn Hannover City University"",
  ""items"": [
    {
      ""name"": ""Frühstück Speisen"",
      ""price"": 5.07
    },
    {
      ""name"": ""Frühstück Getränke"",
      ""price"": 5.07
    },
    {
      ""name"": ""Übernachtungsteuer/Kurbeitrag"",
      ""price"": 4.00
    },
    {
      ""name"": ""Umsatzsteuer 7%"",
      ""price"": 0.28
    },
    {
      ""name"": ""Übernachtung"",
      ""price"": 74.00
    },
    {
      ""name"": ""Frühstück Speisen"",
      ""price"": 11.83
    },
    {
      ""name"": ""Frühstück Getränke"",
      ""price"": 5.07
    },
    {
      ""name"": ""Übernachtungsteuer/Kurbeitrag"",
      ""price"": 4.00
    },
    {
      ""name"": ""Umsatzsteuer 7%"",
      ""price"": 0.28
    },
    {
      ""name"": ""Übernachtung"",
      ""price"": 90.00
    }
  ]
}",invoice_recGRlyYkHbzIP7pH.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/hIP7juvKieHOiC0QsIbkGQ/GN0fyumI3MKWRQHOjPDbRcPUNz3ews6nEz1pNzkmf-nzLEuQEYOYb_pQsmuWNbpF9WuOSkXG9SRgJy4vZON8yQ9CMA9uMV3VCMUTX1aauX2kJbZ9-lOEsbWMM9Ev-E1uoPqt0Sijj_-Gw4-2sgHXut-GSxKKr8Oii4Djy9r_gl7piOfZdxUU5EU0oHVmG_j5/GxgJTnSRO8jQk6y9V3SUViTPkvm-I-J4iiEK3iDDE8k),invoice
invoice_recdTY64ULXJkQbE5,"{
  ""total_gross"": 17.00,
  ""total_net"": 15.89,
  ""business_name"": ""PIZZA-TURM"",
  ""items"": [
    {
      ""name"": ""Piz. Calzon. Klein"",
      ""price"": 11.00
    },
    {
      ""name"": ""Piz. Salami-Mittel"",
      ""price"": 6.00
    }
  ]
}
",invoice_recdTY64ULXJkQbE5.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/8sUEmB1IqWeJSbusfEowPA/41k-bpwoFLK41JXoqpHjqmeZ_02f7ICTulpbWDfSTqf_LbYri8-XGkx_hL8FH4hHsv_nQ0kSVeJX4EgMjcHLgChYOalGrAxlC_oGGPZWMawVKKvkXatN0upJYOqiXK_D1sxWRXSbEYG5PlmbyY0Afs66HRBCr9NNSSjmYspiZjxJzxbBiXKZjeCTPS2jxoPT/oUjKVGp4vvimKLMf_NmoU1mS1VjIeTmJALQBXxuiM0k),invoice
invoice_recrV3FBDOzs3KlVk,"{
  ""total_gross"": 13.62,
  ""total_net"": 12.57,
  ""business_name"": ""REWE Matthias Hürschel oHG"",
  ""items"": [
    {
      ""name"": ""BAERLAUCHBEEKL"",
      ""price"": 4.79
    },
    {
      ""name"": ""OBADZA KLASSIK"",
      ""price"": 2.29
    },
    {
      ""name"": ""G. OLIVEN KNOB."",
      ""price"": 2.19
    },
    {
      ""name"": ""THUNFISCH IN GUS"",
      ""price"": 2.79
    },
    {
      ""name"": ""LANDSB. SCHWARZB."",
      ""price"": 0.75
    },
    {
      ""name"": ""LANDSB. MAIBOCK"",
      ""price"": 0.75
    }
  ]
}",invoice_recrV3FBDOzs3KlVk.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/qRmUu1x52mDtXjL21O1QDQ/rqHM0tJKJ2goXWkSY6pqstxD89LOzRJkbkg0RmkIMV-4Y4bh0GoTUwekkA20XI0VCb_WUp_-ieUskcmeOg1cDBjQkPERK3vegvlcB_-ELrHkYbI7FGQRPkt-97_gkHn897988bJc0YvYjqeN70gSgLsjSekOGuuXL8jxg3HA9lqOr5pAH9-2axXmQn3rXVaS/KTOAnHvXRGjiTAJ-FUBjfVt5GtDKUpaK5pKDMxrewa0),invoice
invoice_recpbzE8bfqAWcC1u,"{
  ""total_gross"": 33.50,
  ""total_net"": 28.15,
  ""business_name"": ""Parkhaus Rödingsmarkt"",
  ""items"": [
    {
      ""name"": ""Parkentgelt"",
      ""price"": 33.50
    }
  ]
}",invoice_recpbzE8bfqAWcC1u.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/igsaqR8YjztCeiqJznWIxA/V7b4EkXRXGZWy5st8ymrxBVAyb7YSXPYeZenKi5iUl_VHT2HPttizpWMCPwJvmExLyAXPgn0GMo0-wF7gFr0wJ5Cz1ityaKdRM6MyxXZXqy79k-FNH9QcyqTk6-BaWBs4oIIm46thaOvl2_05_heSTCOEGMc-FH6jnm-Kv2qbRdHKE-Pr8jI9RlZ-Ud6KfDI/pzBZW1vHhbCac0LK2k7hmV7mogLvq34U8uN9sE6egAw),invoice
invoice_rec1JB6TdsNMPIl6u,"{
  ""total_gross"": 124.21,
  ""total_net"": 116.08,
  ""business_name"": ""Premier Inn Hamburg City Zentrum"",
  ""items"": [
    {
      ""name"": ""City Tax"",
      ""price"": 3.00
    },
    {
      ""name"": ""Accommodation"",
      ""price"": 121.00
    }
  ]
}",invoice_rec1JB6TdsNMPIl6u.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/Y_OQhKJV4e27Lan1xMFCXg/kYxfV8UYFKOxGmgB69XctrVQ5qU7GWa5TNVOyoCk66jAsBKGmqkiRH0nlvfeE2pC6f6VmfX2KBTuZTow3SYYqy6ESJ6y1OGON_tyo_KgARIchfBj6qErs02GbgQKNKRGTa7fJJAR1T1Y7z21_r_ZBWGeAuhBkDsquppMwZG2hgcEjH5F6UHo_7mkXYe-LYeo/PximeRtGXOIpa5ISr2FDIMCKtS4AjWfKx0ZbOZOn3-U),invoice
invoice_recroURut2llhg13n,"{
  ""total_gross"": 1.10,
  ""total_net"": 0.92,
  ""business_name"": ""REWE Matthias Härschel oHG"",
  ""items"": [
    {
      ""name"": ""MIO MIO MATE"",
      ""price"": 0.95
    }
  ]
}",invoice_recroURut2llhg13n.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/FiPgEX8DyDNqMBUFSDMF0g/APmtJ8TD9QPznIQEmvkbbAZRPEmy4YKhFi9j416IdP35llhfeEgKdtKttcq_tkLmG7yr_99csiDCg3iQZlcSau409gFjvximITK61hHcjS5wit05Wg6f8AkxffqXcH2Q-251MJPiaZ4nrSsZAVbMGbJBaREe5BsmqCBhPj3jz1_jHwfBcHhK8Y8qf0Zh8Zuo/JbQZE5iJd2fWE_YMA5CJ3SGjxNu23Hq82EiyBZor1hE),invoice
invoice_recLQaEnS0Wtab74M,"{
  ""total_gross"": 19.17,
  ""total_net"": 17.41,
  ""business_name"": ""REWE Patrick Vorig oHG"",
  ""items"": [
    {
      ""name"": ""Kerrygold Cheddar"",
      ""price"": 2.79
    },
    {
      ""name"": ""Milram Burlander"",
      ""price"": 2.49
    },
    {
      ""name"": ""Gouda JG Scheib"",
      ""price"": 2.29
    },
    {
      ""name"": ""Anno 1688"",
      ""price"": 2.49
    },
    {
      ""name"": ""Cranberries"",
      ""price"": 3.79
    },
    {
      ""name"": ""Landsb. Schwarzb."",
      ""price"": 0.75
    },
    {
      ""name"": ""Zewa Ultra Soft"",
      ""price"": 4.49
    }
  ]
}",invoice_recLQaEnS0Wtab74M.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/gqD0qwqbIsEQQI9sAK5zvQ/3fUXvgmwvOvgpqfdrCAOW98lAm6jeYYvthFXYIj4teK2uFbCiqLrZ8HeBgh2BElTfA7RG3LPJeGkMJilVTMkITvQei2uHK7efra924UBE4Jel48Pk3OVxeJR1uGxYoPkVDf2KBrKSjaujp5SZ6hxMMB8Qyy1exKPuaTi06GcRtf4lvdhBnlXCTDr0SybCpRq/IwrOfsz2q5cJ2TW8yi9ZAets2ELksgkHaFQGN8525fw),invoice
invoice_recheDwicMvy7OuI7,"{
  ""total_gross"": 35.99,
  ""total_net"": 30.24,
  ""business_name"": ""SATURN ELECTRO"",
  ""items"": [
    {
      ""name"": ""HAMA SMARTES HEIZKÖRPERTHE"",
      ""price"": 35.99
    }
  ]
}",invoice_recheDwicMvy7OuI7.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/-laxXsUa7-RsZMtaQXaadQ/cs2qLi2-g_mmiUMpE8BScruoNptgLBjlkq7ZKz49ossgI2bpmWe51pZC_z7CI12XhJsCLAtCmii47DDRSY9PXO4zFQvGuHTQC_3uycCaKnI50UcbxDiynqCewipllP5uUGb3gIOUpL5VyPN1wGJ8kY2E8NShelQw6OKbxWU0vcdGjxD5bDxwNBhpp-B-nyq8/R69rqSy7WiFOLlsaP_oAHyuShiBsiuEFq-j8idvJ1X4),invoice
invoice_recRvZ4ecIhQniabn,"{
  ""total_gross"": 16.25,
  ""total_net"": 13.66,
  ""business_name"": ""Frittenwerk GmbH"",
  ""items"": [
    {
      ""name"": ""Avocado Chicken Bomb"",
      ""price"": 4.90
    },
    {
      ""name"": ""Tijuana Street Frie"",
      ""price"": 11.35
    }
  ]
}",invoice_recRvZ4ecIhQniabn.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/D3aHlsq1xNcMqg7bfiSKjQ/ttHSBBLO0VvqwFs3Mg8swUnv5R_A1DbbLKwaVZjX1kVpuK0sI2nThqPAANpGbjVBOJPWf287njmPLEvpK8ltx5Gz-y_CooCvgSTK2QOsydjruGz-RKR_13WOjplDOM45hMQ2TCyDESEL_N3_Ja9fxJPkiwqdn0OiayZMUd-kEtTGZ3GQIQ1ATY8e-4wdRWp6/hLw7mBS42HAYuaxp53jmP0Gc3QSXvGkTvMX10ir3Ejs),invoice
invoice_recsZodqIi4dX9pMl,"{
  ""total_gross"": 71.98,
  ""total_net"": 60.48,
  ""business_name"": ""SATURN ELECTRO, Willy-Brandt-Platz 5, 04109 Leipzig"",
  ""items"": [
    {
      ""name"": ""HAMA SMARTES HEIZKÖRPERTHE"",
      ""price"": 71.98
    }
  ]
}",invoice_recsZodqIi4dX9pMl.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/_LNEbUqhbFW27pqjTZUWow/G7etApzsNTaPqTD-U1zSUMF3NB672K8yik0l-DQINKlAmiAXefnQX6A_xASExcZOV6OG1o2-eNSNcDK1rtGCEOBOoR3D6HHCyv3JUab3xyHeY0Ck2AaQhyvDPpZFX7O_C8XoLgX8wcsKrGDc26WPeXima2UaP3GXxTNjWVZePfrS6INdHMfVfmMkHubRutg4/tqX_ZcK3qJFdZn7oMu7nzvmELykAwCANdqBPlp0qA7k),invoice
invoice_recZ4M2DYq1Mqmu4d,"{
  ""total_gross"": 7.59,
  ""total_net"": 6.38,
  ""business_name"": ""SSP Deutschland"",
  ""items"": [
    {
      ""name"": ""Matcha Green Tea Latte Venti"",
      ""price"": 7.59
    }
  ]
}",invoice_recZ4M2DYq1Mqmu4d.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/R1chyodx4o1LlE57QWAYgw/MZ5cWH3YeTsZBxFVwbL7tcmqrvHqrHpUaTKzOqbEquyDbVKhnMrqw2codbi7gZhB2zuAjeeb6DOdUwm7-ehgbaHy_prkdEWmwMQOaaxc2JB6P-9EJ8Ksj9IiWtmJ5_5Sgq9JmFpeUKrmbInqoONKiO0lCACNCa0OFRtkxKq8dRVV1_T_oYpSrzqCv96kNc9T/D2UoLxaKV9glfWw4br7i2gLsu8qPaMOlbBLa8Qh01JU),invoice
invoice_recuDJddkivvhbOjM,"{
  ""total_gross"": 9.49,
  ""total_net"": 7.97,
  ""business_name"": ""toom Baumarkt GmbH"",
  ""items"": [
    {
      ""name"": ""Mellerud Schimme"",
      ""price"": 9.49
    }
  ]
}",invoice_recuDJddkivvhbOjM.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/gViLe4PnDEjILVkScuCBQw/Z3my2Ct5rRHTiteyuBvpvh8PCX8S0AswUNUXvVgE76hGIXPnMfnLsVUNGftlPcEgQz4AjtxMXOcgRJwQJX8CcrMZs0KpHWDflF47cDA-F1uTojprpuGuFq9xwbxgTgsILGgmsd7ShQaEBc7_X8hn52dtLOhu-tqHlKxQ0HWrRU5Q4OdDFwJK9UygWDjXWNen/4mx0ijimgCxeOghKaOqYVBXMdv8eAzzcHj6qmwf6zBo),invoice
invoice_rec4PSvGh8YIAA5rp,"{
  ""total_gross"": 91.19,
  ""total_net"": 76.63,
  ""business_name"": ""star-Tankstelle"",
  ""items"": [
    {
      ""name"": ""Diesel"",
      ""price"": 91.19
    }
  ]
}",invoice_rec4PSvGh8YIAA5rp.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/yl-wWK6xnL7Do3Z_ecTmJw/kFJJ2PZSEj0Qjso_auMjQluSfiw0kjjMqXC5vRjv39sflo3-YASLUn5nBZVYNdo948hhU87eH-vn25699bOD5wpq_YkTc9I0mWeP0jBsuDamK-joWJ3N6TWZNjbSTA_B71A7fN0d6IHB9Xuo4J-nlDt6gS6B0E6U91M3vXJlVrNGVfuZWIYdMSBPaKGtGvHf/5M2-CFAv973Pf4zLSwGsRJPRqil5NWbD3L5ukI16Veo),invoice
Order_recYTa8jkYr21qgla,"{
  ""buyer"": {
    ""buyer_company_name"": ""NORSE Tech and Innovation Hub GmbH"",
    ""buyer_person_name"": ""Felix Hammerstein"",
    ""buyer_email_address"": ""fhammerstein@norse-hub.com""
  },
  ""order"": {
    ""order_number"": ""4701865786"",
    ""order_date"": ""29.10.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Im Gewerbepark 21"",
      ""delivery_address_city"": ""Münster"",
      ""delivery_address_postal_code"": ""48157""
    }
  },
  ""product"": {
    ""product_position"": 15,
    ""product_article_code"": ""J1387321"",
    ""product_quantity"": 7
  }
}",Order_recYTa8jkYr21qgla.PDF (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/et1HTaIGsdWO8p3rV1gotA/Q4ef9iiR2qN4IKD0uL2BenskD3oZ8BmojTnHYT9UGdxtsxwePedjkYPVYIPaglAQSWsEIpYjHxOTSX6WqwHM0tXLz9KRaIEZjmag9-7BXhCJ4D942AkQnkHLoDG12zl4d0c_Usu2VMPjRCeL7I_suXgyde6sQiSKe2LU9rwS5zmoka8897Gg6V2EZWz3fRg2/c80a1gzVLMn5FvhQb9AJkOuI9nhtj3UrAx-rYUDYY2k),Order
Order_recAoAwa5AVEcl5eM,"{
  ""buyer"": {
    ""buyer_company_name"": ""TECHNOVAC Systems GmbH"",
    ""buyer_person_name"": ""Lena Hoffmeister"",
    ""buyer_email_address"": ""lhoffmeister@technovac.com""
  },
  ""order"": {
    ""order_number"": ""6204869120"",
    ""order_date"": ""28.10.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Bahnstrasse 12"",
      ""delivery_address_city"": ""Heathrow"",
      ""delivery_address_postal_code"": ""87700""
    }
  },
  ""product"": {
    ""product_position"": 10,
    ""product_article_code"": ""12554297"",
    ""product_quantity"": 2
  }
}",Order_recAoAwa5AVEcl5eM.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/c_A4ff1yuvdmOUFnJctLcQ/NdQa-3B0QYo5sBDRnfP3zMlm1zIO00i_jFrnT21cc_-PSX-Ng-pwffwAN6YZhAkubQiPlV8tcN524p7bDcXCIwBVkxLPA7Qr9OIKuaxWWdV3MxCveCZNV0pEoi3U0LUM1yg6nQPsvZEkvuXJeF7JXcFcxXHuQpf_Tl3X8Vb6ZSuS570-PrziF4IVcM4lAUBX/etZitiTTlerVfqYomBFwiZdEzFEHXDksYRV82RvDiP8),Order
Order_rec2lvVfoMugIXz9g,"{
  ""buyer"": {
    ""buyer_company_name"": ""Hofbauer Engineering GmbH"",
    ""buyer_person_name"": ""Matthias Greiner"",
    ""buyer_email_address"": ""mgreiner@hofbauer-eng.de""
  },
  ""order"": {
    ""order_number"": ""6289574105"",
    ""order_date"": ""30.10.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Industriestr. 9"",
      ""delivery_address_city"": ""Falkenberg"",
      ""delivery_address_postal_code"": ""84326""
    }
  },
  ""product"": {
    ""product_position"": 1,
    ""product_article_code"": ""X920381342"",
    ""product_quantity"": 3
  }
}
",Order_rec2lvVfoMugIXz9g.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/cayah_YjNfuqk5JBatO0Qg/-vysayjvZxFKOYoW8JK8C7a4FgvTTOxH2fD2Gxy95yKwI_nrOsElqymmbhSV7Ph0LVBcDiAeK-lU2P-sBhdlMUMRlZljHtUT5Wzn7BOevn-5MfVQz3PSr7zKekqQwSn5E8rz5hpyRZll7UpGazRVEVv51ViagV6hw9PS-WFAng5ym_lQ1fqOYfW9_2xdp_fW/Tzbqtx8QEegSJaJx26JlQf92NLdp6dgXMPWyETQhijc),Order
Order_recqeBaiDdWggsToe,"{
  ""buyer"": {
    ""buyer_company_name"": ""NT Precision GmbH"",
    ""buyer_person_name"": ""Tulia Faber"",
    ""buyer_email_address"": ""einkauf@nt-precision.de""
  },
  ""order"": {
    ""order_number"": ""2202408477"",
    ""order_date"": ""14.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Mad-Planck-Straße 10"",
      ""delivery_address_city"": ""Weiden"",
      ""delivery_address_postal_code"": ""92637""
    }
  },
  ""product"": {
    ""product_position"": 1,
    ""product_article_code"": ""M7630260"",
    ""product_quantity"": 3
  }
}
",Order_recqeBaiDdWggsToe.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/8kHybz2QW1TmhijkWoCUxQ/v88Iz9wOwibCTPaMWhmhH88JpHVyB0J3yEtUybVcVFiOmSO8LV6YiddH2Nzca5sac9fLaih7z4CsDFG-ytKVDIbw7_pmPmoitIeTVDbH4SGSNkfUdH-RSEwrZf67n53JuBCrir8ADrtsrBYAH217y1GHTbcdrKtJM5CRQbITZeJ1MTIgTzWsshmc3OMBSsCV/iba6VHQzhBLqa0mCXboTJ6LtoP8xwW8VLPpDBanJf14),Order
Order_recFcl9ugKRfGg248,"{
  ""buyer"": {
    ""buyer_company_name"": ""Möller Industrial Tools GmbH"",
    ""buyer_person_name"": ""Lennart Weiss"",
    ""buyer_email_address"": ""lweiss@moeller-tools.de""
  },
  ""order"": {
    ""order_number"": ""202482519"",
    ""order_date"": ""14.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Werkstr. 19"",
      ""delivery_address_city"": ""Ludwigshafen"",
      ""delivery_address_postal_code"": ""67059""
    }
  },
  ""product"": {
    ""product_position"": 1,
    ""product_article_code"": ""P45233786"",
    ""product_quantity"": 100
  }
}
",Order_recFcl9ugKRfGg248.PDF (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/mZvajIANiI0b4HJqf8s6cQ/wKQ_ynyTkwHnq0728uNz_GKHocdQc4GI4RG8PhsU5-7R6eeB6wKYMLbrjjud-Fr8G5hYGTcCQzNG1hGAo76TnIxER4OEQx_XjT2x8ZfoJojPcxK10P4i95ufHH3OMrcVG_BvhOK18nnjljrlY0OS9DLS94T51JAPkMy7gjGH0LZxFtYssjwyUP4-VaqUV0SB/ZwBd6hphBW2xqwqeBYx2U9lxVWsBCvP5YhKn--BSUX8),Order
Order_recxPHw8fuEpSKZF3,"{
  ""buyer"": {
    ""buyer_company_name"": ""Weber Tools GmbH"",
    ""buyer_person_name"": ""Nico Hartmann"",
    ""buyer_email_address"": ""nhartmann@weber-tools.com""
  },
  ""order"": {
    ""order_number"": ""143632"",
    ""order_date"": ""14.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Bergstraße 42"",
      ""delivery_address_city"": ""Darmstadt"",
      ""delivery_address_postal_code"": ""64293""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""G9723491"",
      ""product_quantity"": 2
    },
    {
      ""product_position"": 2,
      ""product_article_code"": ""F9089204"",
      ""product_quantity"": 2
    }
  ]
}
",Order_recxPHw8fuEpSKZF3.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/00QvmcoVYLwYIXD5Q2DVhg/bVAlg3u_KjKu8gzVqaewYCHwjmGLM17-7HAnlbgsi7FKN3nxf61l6iw6k_Xk85X9BvOjWgAYmsxKUPB2T1HWmKz83nLejJLYMnaXHfq8D1PH6f7GkTD3FW3IIlPhXl9Bwt7dRlXk6LOhGPQGo6MttQv_bsa7zU1wutwCncYD4-A42ooEU1J9zu8_liYS5qgu/gpFZEkl8wFKxiG_rT-VQzOGG6Vr8WA89GzKYYSgPPeE),Order
Order_reckRSXiM6fmEBMmT,"{
  ""buyer"": {
    ""buyer_company_name"": ""Schneider Metallbau GmbH"",
    ""buyer_person_name"": ""David Lehmann"",
    ""buyer_email_address"": ""produktion@schneider-metall.de""
  },
  ""order"": {
    ""order_number"": ""24-3213-01"",
    ""order_date"": ""14.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Hafenstraße 78"",
      ""delivery_address_city"": ""Hamburg"",
      ""delivery_address_postal_code"": ""20457""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""P8420610"",
      ""product_quantity"": 5
    },
    {
      ""product_position"": 2,
      ""product_article_code"": ""P8420501"",
      ""product_quantity"": 2
    }
  ]
}
",Order_reckRSXiM6fmEBMmT.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/0xNYOcnJ3O19-8y3mrd4Bg/LWiZZZ1TPXJ9pHoi3bwTgo1KAlO2QFjCufq9wXhSwKo0GL1s40_n_nwfT4KKn4AEqnuRj7WtzNQ4JKJgJ3Nvf9OhgFOeT5do2cxJMxyFJN4XQLInzo7kUxws18-wIaNa3TGHtd9FREYr0IMEfjGRZd7TL_ulvVz4AyrZYNoaZwI_7QtTsLFnF0BTVmJ5LSs5/AV4Vgo3furzxNDFQyvWwmrOzi5bNRtET9-9bBuc7vYw),Order
Order_rec3SOqB1o5gh6ZHB,"{
  ""buyer"": {
    ""buyer_company_name"": ""ZMT Precision GmbH"",
    ""buyer_person_name"": ""Fabian Reuter"",
    ""buyer_email_address"": ""freuter@zmtprecision.de""
  },
  ""order"": {
    ""order_number"": ""67078"",
    ""order_date"": ""15.11.2024"",
    ""delivery"": {
      ""delivery_address_street"": ""Industriestraße 12"",
      ""delivery_address_city"": ""Düsseldorf"",
      ""delivery_address_postal_code"": ""40231""
    }
  },
  ""products"": [
    {
      ""product_position"": 1,
      ""product_article_code"": ""W50410008"",
      ""product_quantity"": 20
    },
    {
      ""product_position"": 2,
      ""product_article_code"": ""H8616501"",
      ""product_quantity"": 1
    },
    {
      ""product_position"": 3,
      ""product_article_code"": ""P8321501"",
      ""product_quantity"": 1
    }
  ]
}
",Order_rec3SOqB1o5gh6ZHB.pdf (https://v5.airtableusercontent.com/v3/u/40/40/1745661600000/K0rWV8E7CXz7Jes0cDQRXg/D7Q6bsShCRlTqD04DoI1bAhnJ7XOyh1YJA75GfdraFWt33m57G8iIFA4UwgJx-36EOqX5uUyzVaaDbOofChkdi2YpJv7YV0zgncDwv8U5yv3nyUP0qwoi0X8wNuxF1k0HlvqKo7wzXq5c9nJvg1bX8ST7IlFqa5lA1-eGda_ebaK9jbVX0gMacVA9cOhbnvH/N_fwF9tNwMRpDfB9aVchFppTvnpc3rU2rBFmbjeOO4A),Order
